url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,has_ip,has_at,num_subdomains,has_https,path_depth,has_port,entropy,is_shortening,has_suspicious,http_status_code,http_response_time,http_redirect_count,content_length,server_type,ssl_valid,ssl_days_remaining,ssl_issuer_trusted,ssl_self_signed,ssl_cert_age_days,dns_resolve_time,dns_record_count,dns_has_mx,label
84,15,61,2,0,0,6,8,0,0,1,1,3,0,4.7789,0,1,404,0.543,0,7882,5,1,62,0,0,21,0.0,1,1,1
84,15,61,2,0,1,6,11,0,0,1,1,3,0,4.7726,0,1,403,0.78,0,7657,5,1,62,0,0,21,0.001,1,1,1
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.4104,0,0,200,1.508,1,350376,2,1,38,0,0,51,0.071,2,1,0
99,15,76,2,1,0,7,11,0,0,1,1,4,0,4.8913,0,1,200,0.611,0,63962,5,1,62,0,0,21,0.0,1,1,1
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.5725,0,0,200,0.862,0,185,2,1,225,1,0,169,0.02,4,1,0
27,19,0,2,0,0,2,0,0,0,1,1,0,0,3.4542,0,0,403,0.494,0,5903,4,1,73,0,0,16,0.312,2,0,1
23,15,0,1,0,0,2,1,0,0,0,1,0,0,3.969,0,0,200,1.474,3,197627,4,1,54,0,0,35,0.07,3,1,0
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.4548,0,1,200,0.987,2,51472,5,1,61,0,0,22,0.023,1,0,0
22,14,0,1,0,0,2,2,0,0,0,1,0,0,4.0958,0,0,200,1.657,2,253203,0,1,83,0,0,6,0.073,4,1,0
84,15,61,2,2,1,6,4,0,0,1,1,3,0,4.7933,0,1,401,0.676,0,8924,5,1,62,0,0,21,0.001,1,1,1
84,15,61,2,1,0,6,8,0,0,1,1,3,0,4.6808,0,1,404,0.546,0,7882,5,1,62,0,0,21,0.001,1,1,1
84,15,61,2,0,0,6,7,0,0,1,1,3,0,4.6391,0,1,403,0.548,0,7657,5,1,62,0,0,21,0.001,1,1,1
23,4,11,1,0,0,3,2,0,0,0,1,0,0,3.7623,1,0,200,0.313,0,274,4,1,49,0,0,40,0.001,1,0,1
79,15,56,2,0,0,5,9,0,0,1,1,2,0,4.7883,0,1,404,1.47,2,7882,5,1,62,0,0,21,0.001,1,1,1
84,15,61,2,0,1,6,4,0,0,1,1,3,0,4.7438,0,1,200,0.904,0,156118,5,1,62,0,0,21,0.001,1,1,1
79,15,56,2,1,0,5,10,0,0,1,1,2,0,4.8526,0,1,403,2.241,2,7657,5,1,61,0,0,22,0.001,1,1,1
80,71,1,2,1,0,3,27,0,0,1,1,0,0,4.3435,0,0,200,1.266,0,40538,4,1,77,0,0,12,0.079,2,0,1
47,38,1,2,3,0,3,0,0,0,1,1,0,0,4.1292,0,0,200,0.551,0,2245260,4,1,65,0,0,24,0.095,2,0,1
23,15,0,1,0,0,2,0,0,0,0,1,0,0,3.969,0,0,200,3.891,1,75018,1,1,180,0,0,212,0.174,2,1,0
39,30,1,2,3,0,3,0,0,0,1,1,0,0,3.9553,0,0,403,0.374,0,4387,4,1,37,0,0,52,0.12,2,0,1
25,17,0,1,0,0,2,0,0,0,0,1,0,0,4.0235,0,0,403,0.158,0,7003,4,1,86,0,0,3,0.022,1,1,0
91,54,1,4,5,0,3,13,0,0,3,1,0,0,4.9003,1,0,200,0.233,0,879,5,1,62,0,0,21,0.038,1,0,1
41,9,24,1,0,0,4,1,0,0,0,1,1,0,4.2387,0,0,200,1.028,0,5466,2,1,51,0,0,38,0.165,1,1,1
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7842,0,0,200,0.744,1,214764,4,1,74,1,0,322,0.062,1,1,0
48,39,1,4,1,0,3,2,0,0,3,1,0,0,4.2228,0,0,200,2.271,1,496,1,1,68,0,0,21,0.467,1,0,1
52,30,9,3,3,0,4,8,0,0,2,1,1,0,4.3535,0,0,200,2.54,0,139633,1,1,71,0,0,18,0.423,1,0,1
43,11,24,1,0,2,3,0,0,0,0,1,0,0,4.0443,0,0,200,0.768,0,2232,4,1,69,0,0,20,0.001,2,1,1
24,16,0,1,0,0,2,0,0,0,0,1,0,0,3.9702,0,0,200,0.92,1,701600,0,1,207,1,0,189,0.079,4,1,0
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.7871,0,0,403,0.191,0,33939,4,1,73,0,0,16,0.037,2,1,0
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.3736,0,0,200,0.826,0,212,0,1,172,1,0,7,0.07,2,1,0
16,8,0,1,0,0,2,2,0,0,0,1,0,0,3.5,0,0,200,3.153,1,363683,2,1,336,1,0,29,0.214,1,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.5464,0,0,200,1.308,0,380048,2,1,41,0,0,48,0.037,2,0,0
45,38,0,2,1,0,2,4,0,0,1,0,0,0,4.2356,0,0,502,0.675,0,0,0,0,0,0,0,0,0.0,0,0,1
40,31,1,2,1,0,3,1,0,0,1,1,0,0,4.2031,0,0,200,0.457,0,91536,5,1,222,1,0,174,0.216,2,0,1
20,12,0,2,0,0,2,0,0,0,1,1,0,0,3.5842,0,0,200,1.231,1,141436,0,1,209,0,0,183,0.078,1,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.5464,0,0,200,1.159,0,635208,4,1,59,0,0,30,0.039,2,1,0
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.5369,0,0,200,1.338,1,19630,2,1,299,1,0,97,0.018,1,0,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.5033,0,0,200,1.148,1,303685,5,1,120,0,0,275,0.194,3,1,0
46,31,7,3,2,0,3,2,0,0,1,1,0,0,4.2241,1,0,200,2.787,0,17874,0,1,88,0,0,1,0.317,1,0,1
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.5069,0,0,200,0.661,0,131160,5,1,62,0,0,21,0.021,1,0,0
22,14,0,1,0,0,2,0,0,0,0,1,0,0,4.0049,0,0,200,0.797,1,125810,0,1,233,0,0,163,0.06,2,1,0
22,14,0,1,0,0,2,0,0,0,0,1,0,0,3.7888,0,0,403,0.222,0,7021,4,1,73,0,0,16,0.357,2,1,0
12,4,0,1,0,0,2,0,0,0,0,1,0,0,3.0221,0,0,200,1.302,1,19630,2,1,332,1,0,64,0.018,1,0,0
40,31,1,2,1,0,3,0,0,0,1,1,0,0,4.2342,0,0,200,1.651,2,91813,4,1,74,0,0,15,0.086,2,0,1
27,20,0,2,0,0,2,0,0,0,1,0,0,0,3.9303,0,0,404,0.972,0,3909,4,0,0,0,0,0,0.071,2,0,1
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.5724,0,0,200,1.336,1,160515,4,1,61,0,0,28,0.268,1,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.6144,0,0,403,0.138,0,6996,4,0,0,0,0,0,0.019,1,0,0
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.3736,0,0,200,0.461,1,644707,0,1,95,0,0,299,0.071,4,1,0
21,13,0,2,0,0,2,0,0,0,1,1,0,0,3.6304,0,0,200,0.996,0,83437,5,1,113,1,0,283,0.019,2,1,0
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.4548,0,0,200,1.135,2,584460,0,1,53,1,0,126,0.044,2,1,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.625,0,0,403,0.645,1,364,0,1,87,1,0,94,0.307,2,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.6835,0,0,200,0.31,0,0,2,1,258,0,0,136,0.041,3,0,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7842,0,0,200,1.025,0,37181,1,1,51,0,0,38,0.02,1,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.6842,0,0,200,1.122,1,48770,2,1,53,0,0,36,0.083,1,0,0
33,24,1,2,0,0,3,0,0,0,1,1,0,0,3.8849,0,0,404,1.058,0,1307,5,1,39,0,0,50,0.159,1,0,1
21,13,0,3,0,0,2,10,1,0,2,1,0,0,3.5585,0,0,200,1.024,0,11694,2,1,363,0,1,1,0.0,0,0,1
44,37,0,2,1,0,2,8,0,0,1,0,0,0,4.4906,0,0,502,0.438,0,0,0,0,0,0,0,0,0.0,0,0,1
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.6144,0,0,403,0.343,0,7017,4,1,56,0,0,33,0.086,2,1,0
14,6,0,1,0,0,2,0,0,0,0,1,0,0,3.2359,0,0,200,0.703,1,344452,0,1,84,0,0,5,0.025,1,0,0
24,16,0,2,0,0,2,0,0,0,1,1,0,0,3.8868,0,0,200,1.602,1,191899,0,1,230,1,0,135,0.034,2,1,0
21,13,0,2,0,0,2,0,0,0,1,1,0,0,3.6897,0,1,200,0.946,2,51573,5,1,61,0,0,22,0.019,1,0,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.5778,0,0,200,3.319,1,56356,5,1,142,0,0,253,0.273,1,1,0
84,15,61,2,2,0,6,6,0,0,1,1,3,0,4.8071,0,1,403,0.483,0,7657,5,1,62,0,0,21,0.001,1,1,1
23,4,11,1,0,0,3,2,0,0,0,1,0,0,3.7623,1,0,200,0.68,1,11813,4,1,49,0,0,40,0.001,1,0,1
36,27,1,2,0,0,3,0,0,0,1,1,0,0,4.2181,0,0,200,0.938,0,24940,4,1,80,0,0,9,0.118,2,0,1
24,16,0,1,2,0,2,2,0,0,0,1,0,0,4.1368,0,0,200,0.529,1,124249,4,1,31,0,0,58,0.076,2,0,0
346,20,318,2,0,14,6,52,0,0,1,1,3,0,5.1093,0,0,200,1.656,1,22295,2,1,336,0,0,58,0.077,4,1,1
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.7216,0,0,200,2.145,1,810346,0,1,65,0,0,24,0.296,1,1,0
26,11,7,1,1,0,3,1,0,0,0,1,0,0,4.1039,0,0,200,1.293,0,12883,2,1,327,0,0,67,0.001,3,1,1
33,24,1,1,1,0,3,0,0,0,0,1,0,0,3.9344,0,1,404,2.15,0,295,2,1,83,0,0,6,0.448,1,0,1
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.7345,0,1,200,2.811,1,805196,5,1,294,0,0,48,0.038,3,1,0
75,24,1,2,1,0,3,22,0,0,1,1,0,0,4.8602,0,0,200,0.602,1,628,5,1,64,1,0,301,0.001,1,0,1
81,74,0,3,0,0,2,11,0,0,2,0,0,0,4.857,0,0,200,0.284,1,11905,4,0,0,0,0,0,0.038,1,0,1
46,17,7,2,0,1,3,0,0,0,0,0,0,0,4.0937,0,0,200,0.876,0,114,0,0,0,0,0,0,0.23,1,0,1
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.625,0,0,200,0.912,0,1045042,4,1,139,1,0,225,0.021,2,1,0
21,13,0,1,0,0,2,0,0,0,0,1,0,0,3.7849,0,0,200,1.34,0,72673,2,1,81,0,0,8,0.23,1,1,0
23,15,0,1,0,0,2,0,0,0,0,1,0,0,3.7623,0,0,403,0.14,0,7043,4,1,30,0,0,59,0.022,2,1,0
84,15,61,2,1,2,6,9,0,0,1,1,3,0,4.9291,0,1,200,0.743,0,116840,5,1,62,0,0,21,0.001,1,1,1
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7842,0,0,200,1.516,1,29148,0,1,31,1,0,15,0.042,2,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.6144,0,0,403,0.264,1,7320,4,1,53,0,0,36,0.036,2,1,0
46,7,2,3,1,0,6,1,0,0,1,1,0,0,4.2241,0,0,200,0.49,0,179,0,1,7,1,0,83,0.001,1,0,1
84,15,61,2,0,1,6,12,0,0,1,1,3,0,4.7719,0,1,403,0.605,0,7657,5,1,61,0,0,22,0.001,1,1,1
33,24,1,2,0,0,3,0,0,0,1,1,0,0,4.0289,0,1,200,0.872,0,26242,4,1,80,0,0,9,0.072,2,0,1
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.4566,0,0,200,3.01,1,53756,2,1,96,1,0,279,0.102,2,1,0
36,28,0,2,0,0,2,1,0,0,1,1,0,0,4.2391,0,0,200,1.267,0,2658,2,1,55,0,0,34,0.247,1,0,1
20,5,7,1,0,0,3,0,0,0,0,1,0,0,3.8842,1,0,410,0.369,0,2053,4,1,84,0,0,5,0.001,1,0,1
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.8366,0,0,200,0.917,1,370035,5,1,164,0,0,228,0.029,1,0,0
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.6169,0,0,200,1.442,1,53618,1,1,170,0,0,223,0.021,4,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.9477,0,0,200,2.123,1,68034,4,1,32,0,0,57,0.093,1,1,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.5,0,0,403,0.151,0,79,4,1,82,0,0,7,0.038,2,1,0
29,20,1,2,1,0,3,0,0,0,1,1,0,0,3.9523,0,0,451,1.29,0,8241,5,1,160,1,0,234,0.186,1,0,1
48,39,1,2,4,0,3,4,0,0,1,1,0,0,4.3478,0,0,404,0.118,0,906,4,1,65,0,0,24,0.076,2,0,1
28,20,0,1,0,0,2,0,0,0,0,1,0,0,4.1106,0,0,200,1.423,1,406232,4,1,40,0,0,49,0.081,2,1,0
49,40,1,2,2,0,3,6,0,0,1,1,0,0,4.5173,0,0,404,0.323,0,6873,5,1,72,0,0,17,0.067,2,0,1
76,43,25,5,4,0,4,5,0,0,3,1,1,0,4.6756,0,1,403,0.716,0,278,5,1,182,0,0,158,0.036,8,0,1
65,44,13,5,2,0,3,5,0,0,3,1,0,0,4.4684,0,0,403,1.572,0,148,2,1,55,0,0,34,0.165,4,0,1
158,15,92,2,12,1,6,58,0,0,1,1,3,0,4.7876,0,0,200,2.546,0,194877,5,1,82,0,0,7,0.027,1,0,1
40,31,1,2,1,0,3,0,0,0,1,1,0,0,4.1537,0,0,200,0.694,0,43125,5,1,221,1,0,175,0.224,2,0,1
49,32,9,2,1,0,3,10,0,0,1,1,0,0,4.4865,0,0,200,0.923,0,28945,0,1,260,0,0,136,0.031,1,0,1
151,12,19,5,1,0,7,13,0,1,1,1,0,0,4.9879,0,0,200,2.332,1,596115,3,1,176,1,0,220,0.239,2,1,1
49,32,9,2,1,0,3,10,0,0,1,1,0,0,4.7347,0,0,200,1.029,0,28945,0,1,259,0,0,137,0.034,1,0,1
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.3232,0,0,403,1.218,1,361,0,1,109,1,0,136,1.499,2,0,0
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.6819,0,0,200,0.686,1,57503,2,1,351,0,0,42,0.041,3,1,0
21,13,0,1,0,0,2,0,0,0,0,1,0,0,3.6897,0,0,200,0.37,0,326744,2,1,42,0,0,47,0.038,2,1,0
34,25,1,2,0,0,3,0,0,0,1,1,0,0,4.2417,0,0,200,0.931,0,23626,4,1,79,0,0,10,0.075,2,0,1
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.7947,0,0,200,0.335,1,757352,4,1,86,0,0,3,0.039,3,1,0
42,33,1,2,3,0,3,0,0,0,1,1,0,0,4.044,0,1,403,0.311,0,4387,4,1,57,0,0,32,0.186,2,0,1
21,13,0,1,0,0,2,0,0,0,0,1,0,0,3.9161,0,0,200,2.81,1,1006442,2,1,115,0,0,279,0.107,3,1,0
35,26,1,2,0,0,3,0,0,0,1,1,0,0,4.036,0,0,200,1.711,0,537647,2,1,316,0,0,80,0.946,1,0,1
59,12,39,2,2,0,8,0,0,0,0,1,5,0,4.1449,0,0,200,1.275,1,7618,1,1,65,0,0,24,0.276,1,1,1
36,22,6,1,0,0,3,1,0,0,0,1,0,0,3.7981,0,0,403,2.42,0,8912,2,1,66,0,0,23,0.235,1,1,1
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.6819,0,0,404,0.901,0,50,5,1,68,1,0,328,0.243,1,1,0
84,15,61,2,0,0,6,9,0,0,1,1,3,0,4.7992,0,1,401,0.661,0,8916,5,1,62,0,0,21,0.001,1,1,1
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.4104,0,0,200,0.473,1,218251,4,1,306,0,0,87,0.034,1,0,0
36,29,0,2,0,0,2,2,0,0,1,0,0,0,4.2947,0,0,502,0.43,0,0,0,0,0,0,0,0,0.0,0,0,1
31,22,1,2,2,0,3,0,0,0,1,1,0,0,4.1313,0,0,403,0.291,0,4387,4,1,34,0,0,55,0.201,2,0,1
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.7345,0,0,200,1.107,1,30480,1,1,302,0,0,92,0.068,4,1,0
70,43,11,6,2,0,3,1,0,1,3,1,0,0,4.2897,0,0,400,1.465,0,161,2,1,74,0,0,290,0.385,1,0,1
13,5,0,1,0,0,2,0,0,0,0,1,0,0,3.3927,0,0,200,1.804,0,160919,5,1,317,1,0,76,0.02,1,0,0
23,15,0,1,0,0,2,4,0,0,0,1,0,0,3.9149,0,0,200,1.003,1,8339,4,1,57,0,0,32,0.041,2,0,0
46,17,21,1,0,0,4,12,0,0,0,1,1,0,4.4038,0,0,200,1.555,1,7628,5,1,42,0,0,47,0.279,1,1,1
23,14,1,2,0,0,3,0,0,0,1,1,0,0,3.5342,0,0,200,0.667,0,2742,4,1,36,0,0,53,0.405,2,0,1
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.8842,0,0,200,2.203,1,10645,5,1,364,0,0,30,0.034,2,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.5033,0,0,200,0.253,1,420275,5,1,62,0,0,21,0.203,1,0,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7842,0,0,200,1.286,1,73767,4,1,59,0,0,30,0.039,2,1,0
32,23,1,2,0,0,3,0,0,0,1,1,0,0,3.8278,0,0,451,0.378,0,109,5,1,29,0,0,60,0.034,1,0,1
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.5766,0,0,200,2.214,0,192802,2,1,324,1,0,72,0.039,3,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.6219,0,0,200,1.754,1,329765,4,1,42,0,0,47,0.272,2,1,0
30,21,1,1,2,0,3,0,0,0,0,1,0,0,4.1899,0,0,200,2.188,2,30483,2,1,48,0,0,41,0.244,1,0,1
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.9321,0,0,200,0.214,0,8,4,1,34,0,0,55,0.073,2,0,0
27,19,0,1,0,0,2,0,0,0,0,1,0,0,3.9303,0,0,200,1.378,1,190678,0,1,79,0,0,10,0.931,2,1,0
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.5725,0,0,200,1.289,1,1354780,0,1,212,1,0,184,0.077,4,1,0
84,15,61,2,0,1,6,9,0,0,1,1,3,0,4.7075,0,1,200,1.813,0,116843,5,1,62,0,0,21,0.001,1,1,1
24,16,0,1,0,0,2,0,0,0,0,1,0,0,3.6054,0,0,200,1.861,1,21658,4,1,85,0,0,4,0.089,2,1,0
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.6402,0,0,200,0.666,2,66830,0,1,70,1,0,284,0.183,2,1,0
46,11,20,1,0,1,3,0,0,0,0,1,0,0,4.2947,0,0,200,0.76,0,2232,4,1,68,0,0,21,0.001,2,1,1
30,21,1,1,1,0,3,0,0,0,0,1,0,0,3.8477,0,0,200,1.128,1,1381,5,1,62,0,0,21,0.247,1,0,1
22,14,0,1,0,0,2,0,0,0,0,1,0,0,3.7544,0,0,200,2.208,1,430810,2,1,30,0,0,59,0.149,1,1,0
27,11,8,1,0,0,3,0,0,0,0,1,0,0,4.1064,1,0,200,1.314,1,28989,4,1,46,0,0,43,0.001,2,1,1
84,15,61,2,2,0,6,8,0,0,1,1,3,0,4.8707,0,1,403,0.744,0,7657,5,1,62,0,0,21,0.001,1,1,1
24,16,0,1,0,0,2,0,0,0,0,1,0,0,3.6846,0,0,404,2.207,0,212,2,1,89,0,0,0,0.254,1,0,0
21,13,0,1,0,0,2,0,0,0,0,1,0,0,3.6897,1,0,200,1.984,1,1164251,5,1,267,0,0,127,0.301,4,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.6842,0,0,200,0.975,1,48356,4,1,99,1,0,84,0.017,3,1,0
84,15,61,2,0,1,6,8,0,0,1,1,3,0,4.6672,0,1,200,1.184,0,157946,5,1,61,0,0,22,0.001,1,1,1
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.4613,0,0,200,0.461,1,93997,2,1,70,0,0,19,0.235,1,1,0
21,13,0,1,0,0,2,0,0,0,0,1,0,0,3.6897,0,0,403,0.967,0,1295,4,1,48,0,0,41,0.214,2,0,0
43,36,0,2,2,0,2,5,0,0,1,0,0,0,4.4235,0,0,502,0.447,0,0,0,0,0,0,0,0,0.0,0,0,1
25,17,0,2,0,0,2,0,0,0,1,1,0,0,3.7835,0,0,403,0.74,0,814515,4,1,41,0,0,48,0.149,2,1,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.5,0,0,200,3.42,3,26103,0,1,130,0,0,49,0.041,3,0,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7219,0,0,200,1.484,0,12631,2,1,37,0,0,52,0.081,1,0,0
65,14,43,2,0,1,7,0,0,0,0,1,4,0,4.2733,0,0,200,1.67,0,1102,0,1,86,0,0,3,0.036,1,0,1
37,28,1,2,2,0,3,0,0,0,1,1,0,0,3.9999,0,0,403,0.268,0,4556,4,1,82,0,0,7,0.042,2,0,1
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.3278,0,0,202,1.059,1,0,5,1,259,1,0,132,0.036,1,1,0
42,17,17,2,1,0,4,0,0,0,0,1,1,0,4.1183,0,0,404,1.51,0,1370,5,1,69,0,0,21,0.274,1,1,1
20,12,0,1,0,0,2,0,0,0,0,1,0,0,4.0219,0,0,200,0.192,0,1419999,4,1,77,0,0,12,0.041,3,1,0
25,17,0,1,1,0,2,0,0,0,0,1,0,0,4.0039,0,0,200,6.268,2,53348,0,1,39,0,0,50,0.039,1,1,0
17,9,0,1,0,0,2,0,0,0,0,1,0,0,3.6169,0,0,200,1.038,1,5070,0,1,248,1,0,148,0.185,2,1,0
44,37,0,2,1,0,2,8,0,0,1,0,0,0,4.3825,0,0,502,0.453,0,0,0,0,0,0,0,0,0.0,0,0,1
22,13,1,1,0,0,3,0,0,0,0,1,0,0,3.6635,0,0,200,1.39,0,1370,5,1,75,0,0,15,0.467,1,1,1
26,18,0,1,0,0,2,0,0,0,0,1,0,0,3.6903,0,0,200,1.907,1,115195,4,1,372,0,0,21,0.077,3,1,0
18,10,0,2,0,0,2,0,0,0,1,1,0,0,3.3502,0,0,200,0.597,0,39700,0,1,209,1,0,171,0.243,1,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.6144,0,0,404,0.814,0,21,0,1,107,0,0,288,0.108,3,1,0
39,30,1,2,2,0,3,0,0,0,1,1,0,0,4.0191,0,0,200,1.101,0,12499,0,1,82,0,0,7,0.768,1,0,1
66,24,35,3,1,0,6,9,0,0,1,0,3,0,4.0545,0,0,500,4.053,1,117526,5,0,0,0,0,0,0.254,1,1,1
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.4613,0,0,200,0.294,0,2263,0,1,51,0,0,38,0.02,1,0,0
38,20,10,2,0,0,4,0,0,0,1,1,1,0,3.8603,0,0,200,0.386,0,33225,5,1,87,0,0,2,0.303,1,0,1
21,13,0,1,0,0,2,0,0,0,0,1,0,0,4.0114,0,0,200,0.459,1,119321,4,1,68,0,0,22,0.073,2,1,0
15,7,0,1,0,0,2,0,0,0,0,1,0,0,3.3232,0,0,200,1.619,1,2506164,0,1,37,0,0,52,0.041,3,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.9219,0,0,200,0.485,0,573816,0,1,109,1,0,196,0.039,3,1,0
54,12,34,5,0,0,6,0,0,0,0,1,3,0,4.1949,0,0,503,1.18,0,5463,1,1,65,0,0,24,0.157,1,1,1
23,15,0,1,0,0,2,0,0,0,0,1,0,0,3.6753,0,0,403,1.121,1,5703,5,1,197,1,0,199,0.067,1,1,0
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.9321,0,0,200,1.929,1,751,5,1,69,0,0,21,0.16,1,1,0
18,10,0,1,0,0,2,0,0,0,0,1,0,0,3.5724,0,0,200,0.842,1,39129,1,1,351,1,0,16,0.182,1,0,0
35,26,1,2,0,0,3,0,0,0,1,1,0,0,4.0716,0,0,403,0.195,0,4546,4,1,65,0,0,24,0.137,2,0,1
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.6819,1,0,200,0.9,0,148075,2,1,87,0,0,2,0.042,2,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.4414,0,0,200,3.386,2,367817,0,1,130,1,0,50,0.02,1,0,0
23,4,11,1,0,0,3,3,0,0,0,1,0,0,4.1101,1,0,200,0.298,0,277,4,1,49,0,0,40,0.001,1,0,1
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7219,0,0,200,1.737,1,261436,4,1,30,0,0,59,0.04,1,0,0
33,26,0,2,0,0,2,0,0,0,1,0,0,0,4.0747,0,0,200,1.37,1,7834,1,0,0,0,0,0,0.001,1,0,1
37,28,1,2,2,0,3,0,0,0,1,1,0,0,3.936,0,1,403,0.29,0,4387,4,1,37,0,0,52,0.119,2,0,1
35,26,1,3,0,0,3,6,0,0,2,1,0,0,4.229,0,0,403,0.246,0,4387,4,1,77,0,0,12,0.12,2,0,1
33,24,1,2,2,0,3,0,0,0,1,1,0,0,4.0438,0,0,401,0.256,0,12,4,1,76,0,0,13,0.075,2,0,1
84,15,61,2,0,0,6,6,0,0,1,1,3,0,4.7778,0,1,200,0.911,0,117028,5,1,62,0,0,21,0.001,1,1,1
36,25,3,2,0,0,3,0,0,0,1,1,0,0,4.0515,0,0,403,0.964,0,35,4,1,57,0,0,32,0.07,2,0,1
84,15,61,2,0,1,6,7,0,0,1,1,3,0,4.7723,0,1,403,0.509,0,7657,5,1,62,0,0,21,0.001,1,1,1
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.6219,0,0,200,0.902,1,102602,5,1,101,0,0,282,0.038,3,1,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.625,0,0,200,1.536,2,764431,0,1,341,0,0,53,0.078,3,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.7219,0,0,200,1.059,1,383454,4,1,85,0,0,5,0.03,1,0,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.5,0,0,200,1.918,1,5368,2,1,80,0,0,9,0.024,1,0,0
118,19,37,2,4,0,3,40,0,0,1,1,0,0,4.7827,0,0,404,0.971,0,9,0,1,368,0,0,25,0.002,2,0,1
27,12,7,1,0,0,3,0,0,0,0,1,0,0,3.838,0,0,200,0.548,0,1071,4,1,88,0,0,1,0.001,2,0,1
19,11,0,1,0,0,2,0,0,0,0,1,0,0,3.8269,0,0,200,1.662,0,571158,4,1,68,0,0,21,0.087,2,1,0
20,12,0,1,0,0,2,0,0,0,0,1,0,0,3.8842,0,0,200,0.345,0,3383,4,1,45,0,0,44,0.037,1,0,0
16,8,0,1,0,0,2,0,0,0,0,1,0,0,3.75,0,0,200,0.264,1,7979,5,1,110,1,0,202,0.02,4,1,0
21,13,0,1,0,0,2,0,0,0,0,1,0,0,3.5585,1,1,200,0.61,1,201253,5,1,163,0,0,16,0.022,2,1,0
84,15,61,2,0,1,6,9,0,0,1,1,3,0,4.8176,0,1,200,0.746,0,115278,5,1,62,0,0,21,0.001,1,1,1
22,14,0,1,0,0,2,0,0,0,0,1,0,0,3.914,0,0,200,1.855,0,263065,4,1,81,0,0,8,0.069,3,1,0
